ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,PURCHASE COUNTRY,COLLECTION_DATE,INVESTIGATION TYPE
175,Dietary Supplement/Medications/Remedy,Mahasudarshan (Ayurvedic),Lead,7.7,ppm,Shree Baidyanath Ayurved,INDIA,UNITED STATES,05/17/2011 12:00:00 AM,S
176,Dietary Supplement/Medications/Remedy,Mahasudarshan (Ayurvedic),Mercury,2.2,ppm,Shree Baidyanath Ayurved,INDIA,UNITED STATES,05/17/2011 12:00:00 AM,S
177,Dietary Supplement/Medications/Remedy,Dehshuddhi (Ayurvedic),Arsenic,-1,ppm,Amit Pharmacy,INDIA,UNITED STATES,05/17/2011 12:00:00 AM,S
178,Dietary Supplement/Medications/Remedy,Dehshuddhi (Ayurvedic),Lead,2,ppm,Amit Pharmacy,INDIA,UNITED STATES,05/17/2011 12:00:00 AM,S
179,Dietary Supplement/Medications/Remedy,Dehshuddhi (Ayurvedic),Mercury,5,ppm,Amit Pharmacy,INDIA,UNITED STATES,05/17/2011 12:00:00 AM,S
180,Dietary Supplement/Medications/Remedy,Bal Sathi Children's Capillary (Ayurvedic),Arsenic,-1,ppm,M/S. Vaidya Jagannath G. Dwivedi,INDIA,UNITED STATES,05/17/2011 12:00:00 AM,S
181,Dietary Supplement/Medications/Remedy,Bal Sathi Children's Capillary (Ayurvedic),Lead,0.79,ppm,M/S. Vaidya Jagannath G. Dwivedi,INDIA,UNITED STATES,05/17/2011 12:00:00 AM,S
182,Dietary Supplement/Medications/Remedy,Bal Sathi Children's Capillary (Ayurvedic),Mercury,0.1,ppm,M/S. Vaidya Jagannath G. Dwivedi,INDIA,UNITED STATES,05/17/2011 12:00:00 AM,S
183,Food-Spice,Turmeric powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,UNITED STATES,05/17/2011 12:00:00 AM,S
184,Food Other,Chinese Mushrooms,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,05/20/2011 12:00:00 AM,C
185,Food Other,Chinese yams (dried),Lead,2.2,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,05/20/2011 12:00:00 AM,C
186,Food Other,Chinese Pearl Barley,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,05/20/2011 12:00:00 AM,C
187,Food Other,Euryale Seeds,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,05/20/2011 12:00:00 AM,C
188,Food Other,Dried Lily Bulb,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,05/20/2011 12:00:00 AM,C
189,Food Other,Dried Enoki Mushrooms,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,05/20/2011 12:00:00 AM,C
190,Food Other,Black cloud Ears Fungus,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,05/20/2011 12:00:00 AM,C
191,Food Other,Dried Gingko Nuts,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,05/20/2011 12:00:00 AM,C
192,Toys/Children's Products,Crayon,Lead,3.3,ppm,UNKNOWN OR NOT STATED,CHINA,UNKNOWN OR NOT STATED,05/24/2011 12:00:00 AM,C
193,Toys/Children's Products,Crayon,Lead,2.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/24/2011 12:00:00 AM,C
194,Food-Spice,Epazote,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,05/26/2011 12:00:00 AM,A
195,Food-Spice,Dried chili pepper,Lead,0.48,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,MEXICO,05/26/2011 12:00:00 AM,A
196,Toys/Children's Products,Non-hardening modeling sand,Lead,-1,ppm,UNKNOWN OR NOT STATED,SWEDEN,UNITED STATES,05/26/2011 12:00:00 AM,C
197,Toys/Children's Products,Red Jurassic Sand,Lead,1.3,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,05/26/2011 12:00:00 AM,C
198,Toys/Children's Products,Plastic toy,Lead,-1,ppm,"Jakks Pacific, Inc.",CHINA,UNITED STATES,06/01/2011 00:00,C
199,Cosmetics,Kohl,Lead,300000,ppm,UNKNOWN OR NOT STATED,INDIA,INDIA,06/01/2011 00:00,C
200,Food-Spice,Oregano,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,06/02/2011 00:00,A
201,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,06/02/2011 00:00,A
202,Food-Candy,Laposse,Lead,-1,ppm,Elaborado,MEXICO,UNITED STATES,06/02/2011 00:00,C
203,Food-Candy,Paleton,Lead,-1,ppm,Coronado,MEXICO,UNITED STATES,06/02/2011 00:00,C
204,Food-Spice,Turmeric powder,Lead,580,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,06/03/2011 00:00,A
205,Food-Spice,Cumin seeds,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,06/03/2011 00:00,A
206,Food-Spice,Coriander seeds,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,06/03/2011 00:00,A
207,Food Other,Lentil,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,06/03/2011 00:00,A
208,Dietary Supplement/Medications/Remedy,Calcium Lactate Granules,Lead,-1,ppm,NCPC,CHINA,CHINA,06/03/2011 00:00,C
209,Food-Spice,Chili peppers,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,06/06/2011 00:00,A
210,Food Other,Bon Bon Bum,Lead,-1,ppm,Colombina,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,06/07/2011 00:00,C
211,Food Other,El Ocho,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,DOMINICAN REPUBLIC,06/07/2011 00:00,C
212,Food Other,Potato chips,Lead,-1,ppm,Frito Lay Dominicana,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,06/07/2011 00:00,C
213,Toys/Children's Products,Toy,Lead,-1,ppm,Melissa & Doug LLC,UNKNOWN OR NOT STATED,UNITED STATES,06/08/2011 00:00,C
214,Dietary Supplement/Medications/Remedy,Kankayan Bati (Gulma) (Ayurvedic),Arsenic,9.5,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,UNITED STATES,06/13/2011 12:00:00 AM,A
215,Dietary Supplement/Medications/Remedy,Kankayan Bati (Gulma) (Ayurvedic),Lead,12,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,UNITED STATES,06/13/2011 12:00:00 AM,A
216,Dietary Supplement/Medications/Remedy,Kankayan Bati (Gulma) (Ayurvedic),Mercury,35,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,UNITED STATES,06/13/2011 12:00:00 AM,A
217,Dietary Supplement/Medications/Remedy,Raj Bati (Ayurvedic),Arsenic,4,ppm,Shree Baidyanath Ayurved Bhawan,INDIA,UNITED STATES,06/13/2011 12:00:00 AM,A
218,Dietary Supplement/Medications/Remedy,Raj Bati (Ayurvedic),Lead,3,ppm,Shree Baidyanath Ayurved Bhawan,INDIA,UNITED STATES,06/13/2011 12:00:00 AM,A
219,Dietary Supplement/Medications/Remedy,Raj Bati (Ayurvedic),Mercury,4.9,ppm,Shree Baidyanath Ayurved Bhawan,INDIA,UNITED STATES,06/13/2011 12:00:00 AM,A
220,Dietary Supplement/Medications/Remedy,Vatvidhwansan Ras (Ayurvedic),Arsenic,130,ppm,Shree Baidyanath,INDIA,UNITED STATES,06/13/2011 12:00:00 AM,A
221,Dietary Supplement/Medications/Remedy,Vatvidhwansan Ras (Ayurvedic),Lead,20000,ppm,Shree Baidyanath,INDIA,UNITED STATES,06/13/2011 12:00:00 AM,A
222,Dietary Supplement/Medications/Remedy,Vatvidhwansan Ras (Ayurvedic),Mercury,15000,ppm,Shree Baidyanath,INDIA,UNITED STATES,06/13/2011 12:00:00 AM,A
223,Other,Incense stick,Lead,14,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,06/13/2011 12:00:00 AM,A
224,Food-Spice,Cumin seeds,Lead,7.8,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,06/13/2011 12:00:00 AM,A
225,Cosmetics,Surma (Hashmi),Lead,140000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,PAKISTAN,06/16/2011 12:00:00 AM,C
226,Cosmetics,Surma,Lead,290000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,06/16/2011 12:00:00 AM,C
227,Food-Spice,Hmely Sunele/Kenza,Lead,1300,ppm,UNKNOWN OR NOT STATED,GEORGIA,GEORGIA,06/20/2011 12:00:00 AM,C
228,Dietary Supplement/Medications/Remedy,Garbhapal Ras (Ayurvedic),Arsenic,410,ppm,UNKNOWN OR NOT STATED,INDIA,INDIA,06/21/2011 12:00:00 AM,A
229,Dietary Supplement/Medications/Remedy,Garbhapal Ras (Ayurvedic),Lead,22000,ppm,UNKNOWN OR NOT STATED,INDIA,INDIA,06/21/2011 12:00:00 AM,A
230,Dietary Supplement/Medications/Remedy,Garbhapal Ras (Ayurvedic),Mercury,19000,ppm,UNKNOWN OR NOT STATED,INDIA,INDIA,06/21/2011 12:00:00 AM,A
231,Dietary Supplement/Medications/Remedy,Alafia Bitters,Lead,-1,ppm,Ghana Herbalists Association,GHANA,UNKNOWN OR NOT STATED,06/21/2011 12:00:00 AM,C
232,Cosmetics,Crema Santa Skin Lightening Cream,Mercury,-1,ppm,"Laboratorios Contifarma, C. por A",DOMINICAN REPUBLIC,UNITED STATES,06/23/2011 12:00:00 AM,S
233,Toys/Children's Products,Crayons,Lead,9,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,06/23/2011 12:00:00 AM,C
234,Toys/Children's Products,Toy bus,Lead,22,ppm,Devrian Global Industries LLC,CHINA,UNKNOWN OR NOT STATED,06/25/2011 12:00:00 AM,C
235,Toys/Children's Products,Wooden block,Lead,15,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/25/2011 12:00:00 AM,C
236,Toys/Children's Products,Football,Lead,16,ppm,Multitoys,BRAZIL,BRAZIL,06/27/2011 12:00:00 AM,C
237,Dietary Supplement/Medications/Remedy,Kindermins,Lead,9.7,ppm,Herbalife,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/28/2011 12:00:00 AM,C
238,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,MEXICO,06/29/2011 12:00:00 AM,C
239,Tableware/Pottery,Clay pitcher,Lead,14000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,MEXICO,07/06/2011 00:00,C
240,Food-Candy,Mini Paleta Payaso,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,UNITED STATES,07/13/2011 12:00:00 AM,C
241,Toys/Children's Products,Wooden block,Lead,4.6,ppm,Melissa & Doug,CHINA,UNITED STATES,07/14/2011 12:00:00 AM,C
242,Toys/Children's Products,Wooden block,Lead,-1,ppm,Melissa & Doug,CHINA,UNITED STATES,07/14/2011 12:00:00 AM,C
243,Food-Spice,Cumin,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,BANGLADESH,07/14/2011 12:00:00 AM,A
244,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,07/14/2011 12:00:00 AM,A
245,Food-Spice,Coriander,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,07/14/2011 12:00:00 AM,A
246,Food-Spice,Turmeric,Lead,1.7,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,07/14/2011 12:00:00 AM,A
247,Food-Spice,Mustard seeds,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,07/14/2011 12:00:00 AM,A
248,Food-Spice,Garam masala,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,07/14/2011 12:00:00 AM,A
249,Religious powder,Sindoor,Lead,180,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,BANGLADESH,07/14/2011 12:00:00 AM,A
250,Food-Candy,Tarrito Lollipop (Dulces Vero) candy,Lead,-1,ppm,Dulces Vero,MEXICO,MEXICO,07/20/2011 12:00:00 AM,C
251,Food-Candy,Candy,Lead,-1,ppm,Hershey Mexico,MEXICO,MEXICO,07/20/2011 12:00:00 AM,C
252,Food Other,Churritos,Lead,-1,ppm,Kipi,UNKNOWN OR NOT STATED,MEXICO,07/20/2011 12:00:00 AM,C
253,Food Other,Churritos,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,MEXICO,07/20/2011 12:00:00 AM,C
254,Tableware/Pottery,China Plate,Lead,-1,ppm,Wedgwood,UNITED KINGDOM,UNITED KINGDOM,07/25/2011 12:00:00 AM,C
255,Tableware/Pottery,Glass cup,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,MEXICO,07/25/2011 12:00:00 AM,C
256,Food-Spice,Turmeric powder,Lead,6.7,ppm,Y.V.S. & Co.,INDIA,UNITED STATES,08/08/2011 00:00,S
257,Food Other,Tea leaves,Lead,-1,ppm,Al-K Bous,YEMEN,UNITED STATES,08/09/2011 00:00,C
258,Other,Metal rods in fish,Lead,950000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,08/14/2011 12:00:00 AM,S
259,Food-Spice,Oregano,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,08/17/2011 12:00:00 AM,C
260,Tableware/Pottery,Ceramic container,Lead,21000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,08/23/2011 12:00:00 AM,A
261,Dietary Supplement/Medications/Remedy,Phalasarpis (Ayurvedic),Arsenic,-1,ppm,Ashtavaidyan Thaikkattu Mooss Vaidyaratnam Oushadh,INDIA,INDIA,08/25/2011 12:00:00 AM,A
262,Dietary Supplement/Medications/Remedy,Phalasarpis (Ayurvedic),Lead,0.63,ppm,Ashtavaidyan Thaikkattu Mooss Vaidyaratnam Oushadh,INDIA,INDIA,08/25/2011 12:00:00 AM,A
263,Dietary Supplement/Medications/Remedy,Phalasarpis (Ayurvedic),Mercury,-1,ppm,Ashtavaidyan Thaikkattu Mooss Vaidyaratnam Oushadh,INDIA,INDIA,08/25/2011 12:00:00 AM,A
264,Dietary Supplement/Medications/Remedy,Mahadhanwantaram Gulika (Ayurvedic),Arsenic,11,ppm,Arya Vaidya Sala,INDIA,INDIA,08/25/2011 12:00:00 AM,A
265,Dietary Supplement/Medications/Remedy,Mahadhanwantaram Gulika (Ayurvedic),Lead,6.6,ppm,Arya Vaidya Sala,INDIA,INDIA,08/25/2011 12:00:00 AM,A
266,Dietary Supplement/Medications/Remedy,Mahadhanwantaram Gulika (Ayurvedic),Mercury,1.4,ppm,Arya Vaidya Sala,INDIA,INDIA,08/25/2011 12:00:00 AM,A
267,Dietary Supplement/Medications/Remedy,Shatavari Kalpa (Ayurvedic),Arsenic,-1,ppm,The Ayurvedeeya Arkashala Ltd. Satara,INDIA,INDIA,08/25/2011 12:00:00 AM,A
268,Dietary Supplement/Medications/Remedy,Shatavari Kalpa (Ayurvedic),Lead,-1,ppm,The Ayurvedeeya Arkashala Ltd. Satara,INDIA,INDIA,08/25/2011 12:00:00 AM,A
269,Dietary Supplement/Medications/Remedy,Shatavari Kalpa (Ayurvedic),Mercury,-1,ppm,The Ayurvedeeya Arkashala Ltd. Satara,INDIA,INDIA,08/25/2011 12:00:00 AM,A
270,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Arsenic,1200,ppm,Ban Labs Ltd.,INDIA,INDIA,08/25/2011 12:00:00 AM,A
271,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Lead,12000,ppm,Ban Labs Ltd.,INDIA,INDIA,08/25/2011 12:00:00 AM,A
272,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Mercury,18000,ppm,Ban Labs Ltd.,INDIA,INDIA,08/25/2011 12:00:00 AM,A
273,Food-Spice,Turmeric powder,Lead,0.72,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,08/25/2011 12:00:00 AM,A
274,Food-Spice,Georgian spice,Lead,11000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,GEORGIA,08/26/2011 12:00:00 AM,C
275,Food-Spice,Spice,Lead,-1,ppm,UNKNOWN OR NOT STATED,UZBEKISTAN,UNKNOWN OR NOT STATED,08/26/2011 12:00:00 AM,C
276,Cosmetics,Surma (Hashmi),Lead,610000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,PAKISTAN,08/30/2011 12:00:00 AM,C
277,Cosmetics,Surma,Lead,770000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,09/02/2011 00:00,A
278,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/02/2011 00:00,A
279,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,09/02/2011 00:00,C
280,Food-Spice,Garam Masala,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,09/02/2011 00:00,C
281,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,09/02/2011 00:00,C
282,Dietary Supplement/Medications/Remedy,Tempra Paracetamol,Lead,-1,ppm,Mead Johnson,MEXICO,MEXICO,09/08/2011 00:00,C
283,Cosmetics,Surma,Lead,350000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,09/08/2011 00:00,C
284,Food-Candy,Candy,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UZBEKISTAN,09/08/2011 00:00,C
285,Food Other,Cheese ball,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UZBEKISTAN,09/08/2011 00:00,C
286,Food Other,Fruit in syrup,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UZBEKISTAN,09/08/2011 00:00,C
287,Food-Spice,Spice,Lead,0.76,ppm,UNKNOWN OR NOT STATED,UZBEKISTAN,UZBEKISTAN,09/08/2011 00:00,C
288,Dietary Supplement/Medications/Remedy,Bo ying compound,Lead,2.3,ppm,Eu Yan Sang,HONG KONG,CHINA,09/08/2011 00:00,C
289,Other,Sheetrock peeling,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/14/2011 12:00:00 AM,A
290,Food-Spice,Turmeric,Lead,1.9,ppm,UNKNOWN OR NOT STATED,BANGLADESH,UNITED STATES,09/22/2011 12:00:00 AM,A
291,Food Other,Dried fish,Lead,0.66,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,09/22/2011 12:00:00 AM,A
292,Dietary Supplement/Medications/Remedy,Prenatal tablets w/ Folic Acid,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/23/2011 12:00:00 AM,A
293,Food-Spice,Jamaican Green Seasoning,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,JAMAICA,09/23/2011 12:00:00 AM,C
294,Jewelry,Baby bracelet,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,UNITED STATES,10/03/2011 00:00,C
295,Toys/Children's Products,Crayon,Lead,-1,ppm,Creative Edge,CHINA,UNITED STATES,10/05/2011 00:00,C
296,Food Other,Dried fruits,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,MEXICO,10/06/2011 00:00,A
297,Food Other,Seeds (Semilla de Calabasa),Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,MEXICO,10/06/2011 00:00,A
298,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/18/2011 12:00:00 AM,C
299,Food-Spice,Cumin,Lead,3.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/18/2011 12:00:00 AM,C
300,Food-Spice,Red Chili Powder,Lead,3.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/18/2011 12:00:00 AM,C
301,Dietary Supplement/Medications/Remedy,Vitamin,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,VIET NAM,10/20/2011 12:00:00 AM,C
302,Food-Spice,Seasoning,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,VIET NAM,10/20/2011 12:00:00 AM,C
303,Food Other,Wafer,Lead,1.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,VIET NAM,10/20/2011 12:00:00 AM,C
304,Food Other,Tamarind,Lead,1.1,ppm,UNKNOWN OR NOT STATED,MEXICO,MEXICO,10/20/2011 12:00:00 AM,C
305,Food-Spice,Chili Pepper,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,MEXICO,10/20/2011 12:00:00 AM,C
306,Food Other,Shrimps,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,MEXICO,10/20/2011 12:00:00 AM,C
307,Food-Candy,Chocolate,Lead,5.1,ppm,UNKNOWN OR NOT STATED,MEXICO,MEXICO,10/20/2011 12:00:00 AM,C
308,Cosmetics,Surma,Lead,360000,ppm,UNKNOWN OR NOT STATED,INDIA,INDIA,11/01/2011 00:00,C
309,Food-Spice,Yellow spice,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,JAMAICA,11/04/2011 00:00,C
310,Food-Spice,Spice,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,JAMAICA,11/04/2011 00:00,C
311,Food-Spice,Georgian spice,Lead,-1,ppm,UNKNOWN OR NOT STATED,GEORGIA,GEORGIA,11/10/2011 00:00,C
312,Food-Spice,Georgian spice,Lead,2800,ppm,UNKNOWN OR NOT STATED,GEORGIA,GEORGIA,11/10/2011 00:00,C
313,Food-Spice,Georgian spice,Lead,2900,ppm,UNKNOWN OR NOT STATED,GEORGIA,GEORGIA,11/10/2011 00:00,C
314,Food Other,Mole Poblano,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,MEXICO,11/15/2011 12:00:00 AM,C
315,Food-Spice,Pepita,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,MEXICO,11/15/2011 12:00:00 AM,C
316,Food Other,Amaranto,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,MEXICO,11/15/2011 12:00:00 AM,C
317,Food-Spice,Red Chilli Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,11/22/2011 12:00:00 AM,C
318,Food-Spice,Turmeric powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,11/22/2011 12:00:00 AM,C
319,Dietary Supplement/Medications/Remedy,Filmet Suspension,Lead,-1,ppm,BEXIMCO Pharma,BANGLADESH,BANGLADESH,11/23/2011 12:00:00 AM,C
320,Dietary Supplement/Medications/Remedy,Napa Paracetamol,Lead,-1,ppm,NAPA,BANGLADESH,BANGLADESH,11/23/2011 12:00:00 AM,C
321,Dietary Supplement/Medications/Remedy,Xolide (Azithromycin USP 200mg/5ml),Lead,-1,ppm,RADIANT PHARMACEUTICALS,BANGLADESH,BANGLADESH,11/23/2011 12:00:00 AM,C
322,Dietary Supplement/Medications/Remedy,Multivitamin,Lead,-1,ppm,SQUARE,BANGLADESH,BANGLADESH,11/23/2011 12:00:00 AM,C
323,Food Other,Breakfast cereal,Lead,0.72,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,GERMANY,12/05/2011 00:00,C
324,Food-Spice,Georgian spice (Utsko Suneli),Lead,260,ppm,UNKNOWN OR NOT STATED,GEORGIA,GEORGIA,12/05/2011 00:00,C
325,Food-Spice,Saffron,Lead,22000,ppm,UNKNOWN OR NOT STATED,GEORGIA,GEORGIA,12/05/2011 00:00,C
326,Food-Spice,Spice,Lead,2.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,12/05/2011 00:00,C
327,Dietary Supplement/Medications/Remedy,White tablet (calcium supplement),Lead,0.87,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,GEORGIA,12/05/2011 00:00,A
328,Food-Candy,Vero Elotes Max Lollypop,Lead,-1,ppm,Vero,MEXICO,UNITED STATES,12/07/2011 00:00,C
329,Food Other,Peanut bar,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,12/07/2011 00:00,C
330,Food-Spice,Georgian salt,Lead,450,ppm,UNKNOWN OR NOT STATED,GEORGIA,GEORGIA,12/12/2011 00:00,A
331,Food-Spice,Georgian spice,Lead,420,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,GEORGIA,12/12/2011 00:00,A
332,Food-Spice,Cilantro,Lead,4.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,GEORGIA,12/12/2011 00:00,A
333,Food-Spice,Georgian spice,Lead,8.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,GEORGIA,12/12/2011 00:00,A
334,Food-Spice,Georgian spice,Lead,8.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,GEORGIA,12/12/2011 00:00,A
335,Food-Spice,Georgian spice,Lead,17000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,GEORGIA,12/12/2011 00:00,A
336,Food-Spice,Seasoning,Lead,7.9,ppm,UNKNOWN OR NOT STATED,GEORGIA,GEORGIA,12/12/2011 00:00,A
337,Food-Candy,Candy (Special cantaloup),Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/13/2011 12:00:00 AM,C
338,Food-Candy,Pran Milk Candy,Lead,-1,ppm,Pran Confectionery LTD,BANGLADESH,UNKNOWN OR NOT STATED,12/13/2011 12:00:00 AM,C
339,Food-Candy,Candy,Lead,-1,ppm,Montes Y CIA S.A. DE CV,MEXICO,UNKNOWN OR NOT STATED,12/13/2011 12:00:00 AM,C
340,Food-Candy,Candy (Caramelo Macizo Acidulado),Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/13/2011 12:00:00 AM,C
341,Food-Spice,Turmeric powder,Lead,1.5,ppm,SQUARE CONSUMER PRODUCTS LTD,BANGLADESH,UNITED STATES,12/15/2011 12:00:00 AM,C
342,Food-Spice,Coriander powder,Lead,-1,ppm,SQUARE CONSUMER PRODUCTS LTD,BANGLADESH,UNITED STATES,12/15/2011 12:00:00 AM,C
